14/07/2022,           CREDIT AS ADVISED            Everyday+ Cashback            for Debit Card            Cashback (Non GST) ZMFI05632 SYSTEM GENERATED,0.57,"13,320.94"
12/07/2022,           CREDIT AS ADVISED            Everyday+ Cashback            for Debit Card            Cashback (Non GST) ZMFI11119 SYSTEM GENERATED,0.10,"12,767.21"
09/07/2022,           ATM/CARD TRANSACTION            05JUL22 ELECTRO 16:43:26            IE476084SGD         9.98                - APPLE PAY            APPLE.COM/BILL A89502793 ATM,-9.98,"12,824.01"
08/07/2022,           CREDIT AS ADVISED            Everyday+ Cashback            for Debit Card            Cashback (Non GST) ZMFI04926 SYSTEM GENERATED,0.13,"12,833.99"
06/07/2022,           ATM/CARD TRANSACTION            02JUL22 ELECTRO 06:51:28            IE171641SGD        12.98                - APPLE PAY            APPLE.COM/BILL A89520155 ATM,-12.98,"9,527.75"
04/07/2022,           CREDIT AS ADVISED            NONREF           SEC INT            127588           INCM            SIGB 2.75 1/7/2023 RC0200338 BANKING TERMINAL (UBT),"1,375.00","9,540.73"
29/06/2022,           CREDIT AS ADVISED            Everyday+ Cashback            for Debit Card            Cashback (Non GST) ZMFI05885 SYSTEM GENERATED,0.03,"8,165.73"
27/06/2022,           ATM/CARD TRANSACTION            22JUN22 ELECTRO 22:17:17            SG416891SGD         2.99            2C2*AMZNPRIMESG MEMBERSH A89513537 ATM,-2.99,"7,371.85"
24/06/2022,           INTEREST            CREDIT INTEREST ZDD400013 SYSTEM GENERATED,0.80,"44,222.34"
